source_ward_id,source_state,source_lga,source_ward,inec_ward_code,confidence,reason,action
949,Borno,Nganzai,Kurnawa,,0.000,no_lga,skipped_no_match
950,Borno,Nganzai,Maiwa,,0.000,no_lga,skipped_no_match
951,Borno,Nganzai,Miye,,0.000,no_lga,skipped_no_match
952,Borno,Nganzai,Sabsabuwa,,0.000,no_lga,skipped_no_match
953,Borno,Nganzai,Sugundure,,0.000,no_lga,skipped_no_match
954,Borno,Shani,Bargu,,0.000,no_lga,skipped_no_match
955,Borno,Shani,Buma,,0.000,no_lga,skipped_no_match
956,Borno,Shani,Gasi,,0.000,no_lga,skipped_no_match
957,Borno,Shani,Gora,,0.000,no_lga,skipped_no_match
958,Borno,Shani,Gwalasho,,0.000,no_lga,skipped_no_match
959,Borno,Shani,Gwaskara,,0.000,no_lga,skipped_no_match
960,Borno,Shani,Kombo,,0.000,no_lga,skipped_no_match
961,Borno,Shani,Kubo,,0.000,no_lga,skipped_no_match
962,Borno,Shani,Lakundum,,0.000,no_lga,skipped_no_match
963,Borno,Shani,Shani,,0.000,no_lga,skipped_no_match
964,Borno,Shani,Walama,,0.000,no_lga,skipped_no_match
965,Delta,Aniocha North,Ezi,DE-01-10,1.000,exact,loaded
966,Delta,Aniocha North,Idumuje-Unor,DE-01-08,1.000,exact,loaded
967,Delta,Aniocha North,Issele-Mkpitime,DE-01-05,1.000,exact,loaded
968,Delta,Aniocha North,Issele-Uku 1,DE-01-06,0.917,fuzzy,loaded
969,Delta,Aniocha North,Issele-Uku 2,DE-01-06,0.917,fuzzy,loaded
970,Delta,Aniocha North,Obior/Onicha-Uku,DE-01-01,1.000,exact,loaded
971,Delta,Aniocha North,Obomkpa,DE-01-03,1.000,exact,loaded
972,Delta,Aniocha North,Onicha-Olona,DE-01-04,1.000,exact,loaded
973,Delta,Aniocha North,Onicha-Ugbo,DE-01-02,1.000,exact,loaded
974,Delta,Aniocha North,Ugbodu,,0.471,no_ward,skipped_no_match
975,Delta,Aniocha South,Adonte,,0.286,no_ward,skipped_no_match
976,Delta,Aniocha South,Agiadiasi,,0.381,no_ward,skipped_no_match
977,Delta,Aniocha South,Ejeme/Egbudu,DE-02-08,1.000,exact,loaded
978,Delta,Aniocha South,Ewulu/Isheagu,DE-02-09,1.000,exact,loaded
979,Delta,Aniocha South,Nsukwa,DE-02-07,1.000,exact,loaded
980,Delta,Aniocha South,Otulu,,0.400,no_ward,skipped_no_match
981,Delta,Aniocha South,Ubulu-Okiti,DE-02-11,1.000,exact,loaded
982,Delta,Aniocha South,Ubulu-Uku 1,DE-02-04,1.000,exact,loaded
983,Delta,Aniocha South,Ubulu-Uku 2,DE-02-04,0.909,fuzzy,loaded
984,Delta,Aniocha South,Ubulu-Unor,DE-02-06,1.000,exact,loaded
985,Delta,Aniocha South,Umudei,,0.364,no_ward,skipped_no_match
986,Delta,Bomadi,Akugbene 1,DE-03-07,0.900,fuzzy,loaded
987,Delta,Bomadi,Akugbene 2,DE-03-07,0.900,fuzzy,loaded
988,Delta,Bomadi,Akugbene 3,DE-03-07,0.900,fuzzy,loaded
989,Delta,Bomadi,Bomadi,DE-03-01,1.000,exact,loaded
990,Delta,Bomadi,Ekaametagbene/Kalafio,DE-03-05,1.000,exact,loaded
991,Delta,Bomadi,Esanma,DE-03-03,1.000,exact,loaded
992,Delta,Bomadi,Kpakiama,DE-03-02,1.000,exact,loaded
993,Delta,Bomadi,Ogbeinma/Okoloba,DE-03-06,1.000,exact,loaded
994,Delta,Bomadi,Ogo/Eze,DE-03-10,1.000,exact,loaded
995,Delta,Bomadi,Ogriagbene,DE-03-04,1.000,exact,loaded
996,Delta,Burutu,Bolou-Ndoro,DE-04-06,1.000,exact,loaded
997,Delta,Burutu,Egodor,,0.471,no_ward,skipped_no_match
998,Delta,Burutu,Eseinbiri,DE-04-04,1.000,exact,loaded
999,Delta,Burutu,Kiagbodo,,0.421,no_ward,skipped_no_match
1000,Delta,Burutu,Ngbilebiri,DE-04-07,0.917,fuzzy,loaded
1001,Delta,Burutu,Obetebe,DE-04-10,1.000,exact,loaded
1002,Delta,Burutu,Ogulagha,DE-04-11,1.000,exact,loaded
1003,Delta,Burutu,Ojobo,DE-04-05,1.000,exact,loaded
1004,Delta,Burutu,Tamigbe,DE-04-02,1.000,exact,loaded
1005,Delta,Burutu,Torugbene,DE-04-01,1.000,exact,loaded
1006,Delta,Burutu,Tuomo,DE-04-03,1.000,exact,loaded
1007,Delta,Ethiope East,Abraka,DE-05-01,0.875,needs_review,skipped_low_confidence
1008,Delta,Ethiope East,Egbo,DE-05-04,0.857,needs_review,skipped_low_confidence
1009,Delta,Ethiope East,Eku,DE-05-04,0.857,needs_review,skipped_low_confidence
1010,Delta,Ethiope East,Igun,DE-05-04,0.857,needs_review,skipped_low_confidence
1011,Delta,Ethiope East,Isiokolo,DE-05-04,0.857,needs_review,skipped_low_confidence
1012,Delta,Ethiope East,Kokori,DE-05-04,0.857,needs_review,skipped_low_confidence
1013,Delta,Ethiope East,Okpara,DE-05-04,0.857,needs_review,skipped_low_confidence
1014,Delta,Ethiope East,Orhaorpo,,0.522,no_ward,skipped_no_match
1015,Delta,Ethiope East,Oria,DE-05-01,0.875,needs_review,skipped_low_confidence
1016,Delta,Ethiope East,Ovu,DE-05-04,0.857,needs_review,skipped_low_confidence
1017,Delta,Ethiope East,Urhuovie,DE-05-01,0.875,needs_review,skipped_low_confidence
1018,Delta,Ethiope West,Jesse 1,DE-06-03,0.857,needs_review,skipped_low_confidence
1019,Delta,Ethiope West,Jesse 2,DE-06-03,0.857,needs_review,skipped_low_confidence
1020,Delta,Ethiope West,Jesse 3,DE-06-03,0.857,needs_review,skipped_low_confidence
1021,Delta,Ethiope West,Jesse 4,DE-06-03,0.857,needs_review,skipped_low_confidence
1022,Delta,Ethiope West,Mosogar 1,DE-06-01,0.889,needs_review,skipped_low_confidence
1023,Delta,Ethiope West,Mosogar 2,DE-06-01,0.889,needs_review,skipped_low_confidence
1024,Delta,Ethiope West,Ogharefe 1,DE-06-07,0.875,needs_review,skipped_low_confidence
1025,Delta,Ethiope West,Ogharefe 2,DE-06-07,0.875,needs_review,skipped_low_confidence
1026,Delta,Ethiope West,Ogharefe 3,DE-06-07,0.875,needs_review,skipped_low_confidence
1027,Delta,Ethiope West,Oghareki 1,DE-06-07,0.875,needs_review,skipped_low_confidence
1028,Delta,Ethiope West,Oghareki 2,DE-06-07,0.875,needs_review,skipped_low_confidence
1029,Delta,Ika North East,Akumazi,DE-07-07,1.000,exact,loaded
1030,Delta,Ika North East,Boji-Boji Owa 1,,0.400,no_ward,skipped_no_match
1031,Delta,Ika North East,Boji-Boji Owa 2,,0.400,no_ward,skipped_no_match
1032,Delta,Ika North East,Idumuesah,DE-07-10,1.000,exact,loaded
1033,Delta,Ika North East,Igbodo,DE-07-08,1.000,exact,loaded
1034,Delta,Ika North East,Mbiri,DE-07-12,1.000,exact,loaded
1035,Delta,Ika North East,Otolokpo,DE-07-14,1.000,exact,loaded
1036,Delta,Ika North East,Owa-Alero,,0.571,no_ward,skipped_no_match
1037,Delta,Ika North East,Owa-Alizomor,DE-07-01,0.800,needs_review,skipped_low_confidence
1038,Delta,Ika North East,Owa-Oyibu,,0.714,no_ward,skipped_no_match
1039,Delta,Ika North East,Owanta,DE-07-01,0.800,needs_review,skipped_low_confidence
1040,Delta,Ika North East,Umunede,DE-07-11,1.000,exact,loaded
1041,Delta,Ika North East,Ute-Ogbeje,DE-07-13,1.000,exact,loaded
1042,Delta,Ika North East,Ute-Okpu,DE-07-09,1.000,exact,loaded
1043,Delta,Ika South,Abavo Central,DE-08-10,0.857,needs_review,skipped_low_confidence
1044,Delta,Ika South,Agbor-Nta,DE-08-01,0.917,fuzzy,loaded
1045,Delta,Ika South,Boji-Boji Agbor 7,DE-08-07,0.909,fuzzy,loaded
1046,Delta,Ika South,Agbor Obi,DE-08-01,0.762,needs_review,skipped_low_confidence
1047,Delta,Ika South,Alihagwu,DE-08-04,0.909,fuzzy,loaded
1048,Delta,Ika South,Ekuku Agbor,DE-08-05,1.000,exact,loaded
1049,Delta,Ika South,Emuhu,,0.375,no_ward,skipped_no_match
1050,Delta,Ika South,Oyoko,DE-08-10,0.857,needs_review,skipped_low_confidence
1051,Delta,Ika South,Ozanogogo,DE-08-03,1.000,exact,loaded
1052,Delta,Ika South,Udomi-Azuowa,DE-08-10,0.857,needs_review,skipped_low_confidence
1053,Delta,Isoko North,Ellu,DE-09-03,1.000,exact,loaded
1054,Delta,Isoko North,Emevor,DE-09-07,1.000,exact,loaded
1055,Delta,Isoko North,Iyede 1,DE-09-01,0.857,needs_review,skipped_low_confidence
1056,Delta,Isoko North,Iyede 2,DE-09-01,0.857,needs_review,skipped_low_confidence
1057,Delta,Isoko North,Ofagbe,DE-09-04,1.000,exact,loaded
1058,Delta,Isoko North,Okpe-Isoko,DE-09-08,1.000,exact,loaded
1059,Delta,Isoko North,Owhe 1,,0.556,no_ward,skipped_no_match
1060,Delta,Isoko North,Owhe 2,,0.556,no_ward,skipped_no_match
1061,Delta,Isoko North,Owhe 3,,0.556,no_ward,skipped_no_match
1062,Delta,Isoko North,Oyede,DE-09-12,1.000,exact,loaded
1063,Delta,Isoko North,Ozoro 1,DE-09-09,0.857,needs_review,skipped_low_confidence
1064,Delta,Isoko North,Ozoro 2,DE-09-09,0.857,needs_review,skipped_low_confidence
1065,Delta,Isoko North,Ozoro 3,DE-09-09,0.857,needs_review,skipped_low_confidence
1066,Delta,Isoko South,Avsiara,DE-10-03,1.000,exact,loaded
1067,Delta,Isoko South,Emede,DE-10-05,1.000,exact,loaded
1068,Delta,Isoko South,Enwhe,DE-10-09,1.000,exact,loaded
1069,Delta,Isoko South,Igbide,DE-10-07,1.000,exact,loaded
1070,Delta,Isoko South,Irri 10,DE-10-10,0.833,needs_review,skipped_low_confidence
1071,Delta,Isoko South,Irri 11,DE-10-10,0.833,needs_review,skipped_low_confidence
1072,Delta,Isoko South,Oleh 1,DE-10-01,0.833,needs_review,skipped_low_confidence
1073,Delta,Isoko South,Oleh 2,DE-10-01,0.833,needs_review,skipped_low_confidence
1074,Delta,Isoko South,Olomoro,DE-10-06,1.000,exact,loaded
1075,Delta,Isoko South,Umeh/Erowha,DE-10-08,1.000,exact,loaded
1076,Delta,Isoko South,Uzere,DE-10-04,1.000,exact,loaded
1077,Delta,Ndokwa East,Aballa/Inyi/Onuaboh,DE-11-03,1.000,exact,loaded
1078,Delta,Ndokwa East,Aboh/Akarai,DE-11-05,1.000,exact,loaded
1079,Delta,Ndokwa East,Afor/Obikwele,DE-11-02,1.000,exact,loaded
1080,Delta,Ndokwa East,Ase,DE-11-07,1.000,exact,loaded
1081,Delta,Ndokwa East,Ashaka/Ushie,DE-11-10,1.000,exact,loaded
1082,Delta,Ndokwa East,Ibedeni/Azagba,DE-11-08,1.000,exact,loaded
1083,Delta,Ndokwa East,Ibrede/Onu/Iyede-Ame,DE-11-09,1.000,exact,loaded
1084,Delta,Ndokwa East,Okpi/Utchi/Beneku,DE-11-04,1.000,exact,loaded
1085,Delta,Ndokwa East,Ossissa,DE-11-01,1.000,exact,loaded
1086,Delta,Ndokwa East,Umuolu/Onya,,0.595,no_ward,skipped_no_match
1087,Delta,Ndokwa West,Abbi 8,DE-12-08,0.833,needs_review,skipped_low_confidence
1088,Delta,Ndokwa West,Abbi 9,DE-12-08,0.833,needs_review,skipped_low_confidence
1089,Delta,Ndokwa West,Emu,DE-12-10,1.000,exact,loaded
1090,Delta,Ndokwa West,Etua,,0.571,no_ward,skipped_no_match
1091,Delta,Ndokwa West,Kwale,,0.333,no_ward,skipped_no_match
1092,Delta,Ndokwa West,Ndemili,,0.400,no_ward,skipped_no_match
1093,Delta,Ndokwa West,Ogume 6,DE-12-06,0.857,needs_review,skipped_low_confidence
1094,Delta,Ndokwa West,Ogume 7,DE-12-06,0.857,needs_review,skipped_low_confidence
1095,Delta,Ndokwa West,Onitcha Ukwuani,DE-12-05,1.000,exact,loaded
1096,Delta,Ndokwa West,Utagba Uno,DE-12-01,1.000,exact,loaded
1097,Delta,Okpe,Adagbarassa,,0.476,no_ward,skipped_no_match
1098,Delta,Okpe,Adeje,,0.462,no_ward,skipped_no_match
1099,Delta,Okpe,Aghalokpe,DE-13-05,1.000,exact,loaded
1100,Delta,Okpe,Evwriyen,,0.444,no_ward,skipped_no_match
1101,Delta,Okpe,Mereje,DE-13-07,0.857,needs_review,skipped_low_confidence
1102,Delta,Okpe,Oha,DE-13-03,0.750,needs_review,skipped_low_confidence
1103,Delta,Okpe,Okwabude,,0.375,no_ward,skipped_no_match
1104,Delta,Okpe,Orerokpe,DE-13-01,1.000,exact,loaded
1105,Delta,Okpe,Oviri-Okpe,DE-13-02,1.000,exact,loaded
1106,Delta,Okpe,Ughoton,DE-13-10,1.000,exact,loaded
1107,Delta,Oshimili North,Atuma Akwukwu-Igbo,DE-14-01,1.000,exact,loaded
1108,Delta,Oshimili North,Ebu,DE-14-02,1.000,exact,loaded
1109,Delta,Oshimili North,Ezukwu/Ogboli/Achalla,,0.385,no_ward,skipped_no_match
1110,Delta,Oshimili North,Illah,DE-14-03,1.000,exact,loaded
1111,Delta,Oshimili North,Ogbowele,,0.182,no_ward,skipped_no_match
1112,Delta,Oshimili North,Okpanam/Ugbolu,DE-14-09,1.000,exact,loaded
1113,Delta,Oshimili North,Ukalla/Anwalo,DE-14-10,1.000,exact,loaded
1114,Delta,Oshimili North,Umueze,,0.308,no_ward,skipped_no_match
1115,Delta,Oshimili North,Umuezeagwu/Okponta,,0.400,no_ward,skipped_no_match
1116,Delta,Oshimili North,Umuodafe,,0.308,no_ward,skipped_no_match
1117,Delta,Oshimili South,Akuebolu,,0.462,no_ward,skipped_no_match
1118,Delta,Oshimili South,Cable Point,DE-15-10,0.917,fuzzy,loaded
1119,Delta,Oshimili South,Oko Anala/Amakom,DE-15-02,1.000,exact,loaded
1120,Delta,Oshimili South,Oko Ogbele,DE-15-01,1.000,exact,loaded
1121,Delta,Oshimili South,Okwe,DE-15-03,1.000,exact,loaded
1122,Delta,Oshimili South,Ugbomanta,DE-15-08,1.000,exact,loaded
1123,Delta,Oshimili South,Umuagu,,0.667,no_ward,skipped_no_match
1124,Delta,Oshimili South,Umuaji,DE-15-05,1.000,exact,loaded
1125,Delta,Oshimili South,Umuezei,DE-15-04,1.000,exact,loaded
1126,Delta,Oshimili South,Umuonaje,DE-15-06,1.000,exact,loaded
1127,Delta,Oshimili South,West End,DE-15-09,1.000,exact,loaded
1128,Delta,Patani,Abari,DE-16-01,1.000,exact,loaded
1129,Delta,Patani,Agoloma,DE-16-06,1.000,exact,loaded
1130,Delta,Patani,Buluangiama,DE-16-08,1.000,exact,loaded
1131,Delta,Patani,Odorubu,DE-16-10,1.000,exact,loaded
1132,Delta,Patani,Patani 2,DE-16-02,0.875,needs_review,skipped_low_confidence
1133,Delta,Patani,Patani 3,DE-16-02,0.875,needs_review,skipped_low_confidence
1134,Delta,Patani,Patani 4,DE-16-02,0.875,needs_review,skipped_low_confidence
1135,Delta,Patani,Patani 5,DE-16-02,0.875,needs_review,skipped_low_confidence
1136,Delta,Patani,Toruangiama,DE-16-07,1.000,exact,loaded
1137,Delta,Patani,Uduophori,DE-16-09,1.000,exact,loaded
1138,Delta,Sapele,Abeke,,0.400,no_ward,skipped_no_match
1139,Delta,Sapele,Agbawan,,0.381,no_ward,skipped_no_match
1140,Delta,Sapele,Amukpe,DE-17-09,1.000,exact,loaded
1141,Delta,Sapele,Amuogodo,,0.533,no_ward,skipped_no_match
1142,Delta,Sapele,Ayomanor,,0.273,no_ward,skipped_no_match
1143,Delta,Sapele,Elume,DE-17-10,1.000,exact,loaded
1144,Delta,Sapele,Etamua,,0.462,no_ward,skipped_no_match
1145,Delta,Sapele,Gana,,0.222,no_ward,skipped_no_match
1146,Delta,Sapele,Hausa,,0.333,no_ward,skipped_no_match
1147,Delta,Sapele,Okpe,,0.727,no_ward,skipped_no_match
1148,Delta,Sapele,Ugborhen/Okokporo,DE-17-11,1.000,exact,loaded
1149,Delta,Udu,Aladja,DE-18-10,1.000,exact,loaded
1150,Delta,Udu,Egini,DE-18-07,0.875,needs_review,skipped_low_confidence
1151,Delta,Udu,Ekete,DE-18-06,1.000,exact,loaded
1152,Delta,Udu,Emadadja,,0.714,no_ward,skipped_no_match
1153,Delta,Udu,Ogbe Udu,,0.462,no_ward,skipped_no_match
1154,Delta,Udu,Opete,DE-18-05,1.000,exact,loaded
1155,Delta,Udu,Orhuwhorun,DE-18-09,1.000,exact,loaded
1156,Delta,Udu,Otor Udu,DE-18-01,0.800,needs_review,skipped_low_confidence
1157,Delta,Udu,Ovwian,DE-18-07,0.875,needs_review,skipped_low_confidence
1158,Delta,Udu,Owhrode,DE-18-01,0.800,needs_review,skipped_low_confidence
1159,Delta,Ughelli North,Afiesere/Ereumukohwaren,,0.400,no_ward,skipped_no_match
1160,Delta,Ughelli North,Agbarha-Otor,DE-19-01,1.000,exact,loaded
1161,Delta,Ughelli North,Agbarho 1,DE-19-10,0.889,needs_review,skipped_low_confidence
1162,Delta,Ughelli North,Agbarho 2,DE-19-10,0.889,needs_review,skipped_low_confidence
1163,Delta,Ughelli North,Evwreni,DE-19-08,1.000,exact,loaded
1164,Delta,Ughelli North,Orogun 1,DE-19-03,0.875,needs_review,skipped_low_confidence
1165,Delta,Ughelli North,Orogun 2-Erhobaro,DE-19-03,0.875,needs_review,skipped_low_confidence
1166,Delta,Ughelli North,Otor-Ogor,DE-19-02,1.000,exact,loaded
1167,Delta,Ughelli North,Ughelli Urban 1,DE-19-05,0.889,needs_review,skipped_low_confidence
1168,Delta,Ughelli North,Ughelli Urban 2,DE-19-05,0.889,needs_review,skipped_low_confidence
1169,Delta,Ughelli North,Uwheru,DE-19-09,1.000,exact,loaded
1170,Delta,Ughelli South,Ekakpamre,DE-20-07,1.000,exact,loaded
1171,Delta,Ughelli South,Ewu 1,DE-20-01,0.800,needs_review,skipped_low_confidence
1172,Delta,Ughelli South,Ewu 2,DE-20-01,0.800,needs_review,skipped_low_confidence
1173,Delta,Ughelli South,Ewu 3,DE-20-01,0.800,needs_review,skipped_low_confidence
1174,Delta,Ughelli South,Jeremi 1,DE-20-08,0.875,needs_review,skipped_low_confidence
1175,Delta,Ughelli South,Jeremi 2,DE-20-08,0.875,needs_review,skipped_low_confidence
1176,Delta,Ughelli South,Jeremi 3,DE-20-08,0.875,needs_review,skipped_low_confidence
1177,Delta,Ughelli South,Jeremi 4,DE-20-08,0.875,needs_review,skipped_low_confidence
1178,Delta,Ughelli South,Olomu 1,DE-20-04,0.857,needs_review,skipped_low_confidence
1179,Delta,Ughelli South,Olomu 2,DE-20-04,0.857,needs_review,skipped_low_confidence
1180,Delta,Ughelli South,Olomu 3-Effurun-Otor,DE-20-06,1.000,exact,loaded
1181,Delta,Ukwuani,Akoku,DE-21-02,1.000,exact,loaded
1182,Delta,Ukwuani,Amai,DE-21-06,1.000,exact,loaded
1183,Delta,Ukwuani,Ebedei,DE-21-03,1.000,exact,loaded
1184,Delta,Ukwuani,Eziokpor,DE-21-05,1.000,exact,loaded
1185,Delta,Ukwuani,Ezionum,DE-21-07,1.000,exact,loaded
1186,Delta,Ukwuani,Ogbeobiaruku,DE-21-09,0.900,fuzzy,loaded
1187,Delta,Ukwuani,Okuzu,DE-21-09,0.900,fuzzy,loaded
1188,Delta,Ukwuani,Umuebu,DE-21-08,1.000,exact,loaded
1189,Delta,Ukwuani,Umukwata,DE-21-04,1.000,exact,loaded
1190,Delta,Ukwuani,Umutu,DE-21-01,1.000,exact,loaded
1191,Delta,Uvwie,Alaka,,0.333,no_ward,skipped_no_match
1192,Delta,Uvwie,Ekpan 10,DE-22-09,0.857,needs_review,skipped_low_confidence
1193,Delta,Uvwie,Ekpan 9,DE-22-09,0.857,needs_review,skipped_low_confidence
1194,Delta,Uvwie,Enerhen 3,DE-22-03,0.889,needs_review,skipped_low_confidence
1195,Delta,Uvwie,Enerhen 4,DE-22-03,0.889,needs_review,skipped_low_confidence
1196,Delta,Uvwie,Ohorhe,,0.429,no_ward,skipped_no_match
1197,Delta,Uvwie,Ugbomro,DE-22-07,1.000,exact,loaded
1198,Delta,Uvwie,Ugborikoko,DE-22-05,1.000,exact,loaded
1199,Delta,Uvwie,Ugboroke,DE-22-06,1.000,exact,loaded
1200,Delta,Uvwie,Urhumarhu,,0.353,no_ward,skipped_no_match
1201,Delta,Warri North,Abigborodo,,0.588,no_ward,skipped_no_match
1202,Delta,Warri North,Ebrohimi,DE-23-03,1.000,exact,loaded
1203,Delta,Warri North,Eghoro,DE-23-04,1.000,exact,loaded
1204,Delta,Warri North,Gbokoda,DE-23-02,1.000,exact,loaded
1205,Delta,Warri North,Koko,DE-23-05,0.800,needs_review,skipped_low_confidence
1206,Delta,Warri North,Ogbinbiri,DE-23-09,1.000,exact,loaded
1207,Delta,Warri North,Ogheye,DE-23-01,1.000,exact,loaded
1208,Delta,Warri North,Okbudugbudu,DE-23-10,1.000,exact,loaded
1209,Delta,Warri North,Opuama,DE-23-07,1.000,exact,loaded
1210,Delta,Warri North,Tsekelewu,DE-23-08,1.000,exact,loaded
1211,Delta,Warri South-West,Ajudaibo,DE-25-09,1.000,exact,loaded
1212,Delta,Warri South-West,Akpakpa,DE-25-06,1.000,exact,loaded
1213,Delta,Warri South-West,Isaba,DE-25-02,1.000,exact,loaded
1214,Delta,Warri South-West,Madangho,DE-25-07,1.000,exact,loaded
1215,Delta,Warri South-West,Ogbe-Ijoh,DE-25-01,1.000,exact,loaded
1216,Delta,Warri South-West,Ogidigben,DE-25-10,1.000,exact,loaded
1217,Delta,Warri South-West,Okerenkoko,,0.588,no_ward,skipped_no_match
1218,Delta,Warri South-West,Oporozo,DE-25-03,1.000,exact,loaded
1219,Delta,Warri South-West,Orere,DE-25-08,1.000,exact,loaded
1220,Delta,Warri South-West,Ugborodo,DE-25-05,1.000,exact,loaded
1221,Delta,Warri South,Avenue,,0.364,no_ward,skipped_no_match
1222,Delta,Warri South,Bowen,DE-24-06,1.000,exact,loaded
1223,Delta,Warri South,Ekurede,,0.000,ambiguous,skipped_no_match
1224,Delta,Warri South,Esisi,,0.600,no_ward,skipped_no_match
1225,Delta,Warri South,Igbudu,DE-24-09,1.000,exact,loaded
1226,Delta,Warri South,Obodo,DE-24-01,1.000,exact,loaded
1227,Delta,Warri South,Ode-Itsekiri,DE-24-02,1.000,exact,loaded
1228,Delta,Warri South,Okere,DE-24-08,1.000,exact,loaded
1229,Delta,Warri South,Pessu,DE-24-07,1.000,exact,loaded
1230,Delta,Warri South,Ubeji,,0.400,no_ward,skipped_no_match
1231,Gombe,Akko,Akko,GO-01-01,1.000,exact,loaded
1232,Gombe,Akko,Garko,GO-01-02,1.000,exact,loaded
1233,Gombe,Akko,Kalshingi,GO-01-03,1.000,exact,loaded
1234,Gombe,Akko,Kashere,GO-01-04,1.000,exact,loaded
1235,Gombe,Akko,Kumo Central,GO-01-05,1.000,exact,loaded
1236,Gombe,Akko,Kumo East,GO-01-06,1.000,exact,loaded
1237,Gombe,Akko,Kumo North,GO-01-07,1.000,exact,loaded
1238,Gombe,Akko,Kumo West,GO-01-08,1.000,exact,loaded
1239,Gombe,Akko,Pindiga,GO-01-09,1.000,exact,loaded
1240,Gombe,Akko,Tukulma,GO-01-11,1.000,exact,loaded
1241,Gombe,Akko,Tumu,GO-01-10,1.000,exact,loaded
1242,Gombe,Balanga,Bambam,GO-02-01,1.000,exact,loaded
1243,Gombe,Balanga,Bangu,GO-02-02,1.000,exact,loaded
1244,Gombe,Balanga,Dadiya,GO-02-03,1.000,exact,loaded
1245,Gombe,Balanga,Degri,,0.417,no_ward,skipped_no_match
1246,Gombe,Balanga,Gelengu,GO-02-04,1.000,exact,loaded
1247,Gombe,Balanga,Kindiyo,,0.000,ambiguous,skipped_no_match
1248,Gombe,Balanga,Mona,GO-02-07,1.000,exact,loaded
1249,Gombe,Balanga,Nyuwar/Jessu,GO-02-08,1.000,exact,loaded
1250,Gombe,Balanga,Swa,GO-02-09,1.000,exact,loaded
1251,Gombe,Balanga,Talasse,GO-02-10,1.000,exact,loaded
1252,Gombe,Billiri,Banganje North,GO-03-01,1.000,exact,loaded
1253,Gombe,Billiri,Banganje South,GO-03-02,1.000,exact,loaded
1254,Gombe,Billiri,Bare,GO-03-03,1.000,exact,loaded
1255,Gombe,Billiri,Billiri North,GO-03-04,1.000,exact,loaded
1256,Gombe,Billiri,Billiri South,GO-03-05,1.000,exact,loaded
1257,Gombe,Billiri,Kalmai,GO-03-06,1.000,exact,loaded
1258,Gombe,Billiri,Tal,GO-03-07,1.000,exact,loaded
1259,Gombe,Billiri,Tanglang,GO-03-08,1.000,exact,loaded
1260,Gombe,Billiri,Todi,GO-03-09,1.000,exact,loaded
1261,Gombe,Billiri,Tudu Kwaya,GO-03-10,1.000,exact,loaded
1262,Gombe,Dukku,Gombe Abba,GO-04-01,1.000,exact,loaded
1263,Gombe,Dukku,Hashidu,GO-04-02,1.000,exact,loaded
1264,Gombe,Dukku,Jamari,GO-04-03,1.000,exact,loaded
1265,Gombe,Dukku,Kunde,GO-04-04,1.000,exact,loaded
1266,Gombe,Dukku,Lafiya Tale,GO-04-05,1.000,exact,loaded
1267,Gombe,Dukku,Malala,GO-04-06,1.000,exact,loaded
1268,Gombe,Dukku,Waziri North,GO-04-07,1.000,exact,loaded
1269,Gombe,Dukku,Waziri South,GO-04-08,1.000,exact,loaded
1270,Gombe,Dukku,Wuro Tale,GO-04-09,1.000,exact,loaded
1271,Gombe,Dukku,Zange,GO-04-10,1.000,exact,loaded
1272,Gombe,Dukku,Zaune,GO-04-11,1.000,exact,loaded
1273,Gombe,Funakaye,Ashaka/Magaba,GO-05-01,1.000,exact,loaded
1274,Gombe,Funakaye,Bage,GO-05-02,1.000,exact,loaded
1275,Gombe,Funakaye,Bajoga East,GO-05-04,1.000,exact,loaded
1276,Gombe,Funakaye,Bajoga West,GO-05-03,1.000,exact,loaded
1277,Gombe,Funakaye,Jillahi,GO-05-06,1.000,exact,loaded
1278,Gombe,Funakaye,Kupto,GO-05-07,1.000,exact,loaded
1279,Gombe,Funakaye,Ribadu,GO-05-08,1.000,exact,loaded
1280,Gombe,Funakaye,Tilde/Bodor,GO-05-05,1.000,exact,loaded
1281,Gombe,Funakaye,Tongo,GO-05-09,1.000,exact,loaded
1282,Gombe,Funakaye,Wawa/Wakkaltu,GO-05-10,1.000,exact,loaded
1283,Gombe,Gombe,Ajiya,GO-06-01,1.000,exact,loaded
1284,Gombe,Gombe,Bajoga,GO-06-02,1.000,exact,loaded
1285,Gombe,Gombe,Bolari East,GO-06-03,1.000,exact,loaded
1286,Gombe,Gombe,Bolari West,GO-06-04,1.000,exact,loaded
1287,Gombe,Gombe,Dawaki,GO-06-05,1.000,exact,loaded
1288,Gombe,Gombe,Herwa Gana,GO-06-06,1.000,exact,loaded
1289,Gombe,Gombe,Jekadafari,GO-06-07,1.000,exact,loaded
1290,Gombe,Gombe,Kumbiya Kumbiya,GO-06-08,1.000,exact,loaded
1291,Gombe,Gombe,Nasarawo,GO-06-09,1.000,exact,loaded
1292,Gombe,Gombe,Pantami,GO-06-10,1.000,exact,loaded
1293,Gombe,Gombe,Shamaki,GO-06-11,1.000,exact,loaded
1294,Gombe,Kaltungo,Awak,GO-07-01,1.000,exact,loaded
1295,Gombe,Kaltungo,Baule Central,,0.583,no_ward,skipped_no_match
1296,Gombe,Kaltungo,Bule/Kaltin,GO-07-02,1.000,exact,loaded
1297,Gombe,Kaltungo,Kaltungo East,GO-07-04,1.000,exact,loaded
1298,Gombe,Kaltungo,Kaltungo West,GO-07-03,1.000,exact,loaded
